Date,temp
1991-10-07,49.5
1991-10-08,46.3
1991-10-09,45.5
1991-10-10,48.3
1991-10-11,45
1991-10-12,42
1991-10-13,43
1991-10-14,40.5
1991-10-15,37
1991-10-16,41.3
1991-10-17,41.5
1991-10-18,35
1991-10-19,33.5
1991-10-20,33.2
1991-10-21,34
1991-10-22,41.5
1991-10-23,36
1991-10-24,36
1991-10-25,35
1991-10-26,37
1991-10-27,43.5
1991-10-28,40.5
1991-10-29,35
1991-10-30,28
1991-10-31,26.7
1991-11-01,28.5
1991-11-02,26.5
1991-11-03,25.5
1991-11-04,22.2
1991-11-05,22
1991-11-06,23.5
1991-11-07,26.2
1991-11-08,31
1991-11-09,30
1991-11-10,24.2
1991-11-11,30
1991-11-12,39.5
1991-11-13,41
1991-11-14,38
1991-11-15,35
1991-11-16,37
1991-11-17,39
1991-11-18,40.5
1991-11-19,36
1991-11-20,29
1991-11-21,28.5
1991-11-22,24.2
1991-11-23,20.5
1991-11-24,21
1991-11-25,21
1991-11-26,24
1991-11-27,25.5
1991-11-28,29.2
1991-11-29,29.2
1991-11-30,21
1991-12-01,13
1991-12-02,11.5
1991-12-03,13
1991-12-04,10.2
1991-12-05,13
1991-12-06,17
1991-12-07,19
1991-12-08,22
1991-12-09,28.5
1991-12-10,32
1991-12-11,36
1991-12-12,35.2
1991-12-13,19.5
1991-12-14,16.5
1991-12-15,16
1991-12-16,22.5
1991-12-17,19
1991-12-18,17.2
1991-12-19,27
1991-12-20,32.2
1991-12-21,35
1991-12-22,37.5
1991-12-23,28.5
1991-12-24,30.5
1991-12-25,33.5
1991-12-26,25.5
1991-12-27,27.2
1991-12-28,33.2
1991-12-29,34.5
1991-12-30,36.2
1991-12-31,38.5
